date,market_name,crop,variety,grade,min_price,max_price,modal_price,arrivals_tonnes
2024-09-06,Mangalore,Banana,Local,FAQ,1277,1561,1419,51.9
2024-09-06,Bangalore (Yeshwanthpur),Banana,Local,FAQ,923,1129,1026,81.5
2024-09-06,Mysore,Coconut,Local,FAQ,1027,1255,1141,52.8
2024-09-06,Hubli,Banana,Local,FAQ,1450,1772,1611,30.1
2024-09-07,Tumkur,Rice,Local,FAQ,2125,2597,2361,8.8
2024-09-07,Hubli,Rice,Local,FAQ,2093,2559,2326,80.3
2024-09-08,Bijapur,Mango,Local,FAQ,2386,2916,2651,28.9
2024-09-08,Bijapur,Banana,Local,FAQ,1138,1392,1265,98.6
2024-09-09,Davangere,Onion,Local,FAQ,846,1034,940,60.4
2024-09-09,Shimoga,Brinjal,Local,FAQ,830,1014,922,76.1
2024-09-09,Karwar,Onion,Local,FAQ,881,1077,979,83.7
2024-09-09,Davangere,Brinjal,Local,FAQ,577,705,641,59.7
2024-09-09,Davangere,Rice,Local,FAQ,1952,2386,2169,54.1
2024-09-10,Hubli,Brinjal,Local,FAQ,631,771,701,75.8
2024-09-11,Hassan,Tomato,Local,FAQ,682,834,758,27.2
2024-09-11,Bellary,Tomato,Local,FAQ,875,1069,972,12.6
2024-09-12,Belgaum,Tomato,Local,FAQ,779,953,866,12.3
2024-09-12,Karwar,Coconut,Local,FAQ,1445,1767,1606,63.2
2024-09-13,Karwar,Mango,Local,FAQ,2073,2533,2303,68.2
2024-09-13,Hassan,Brinjal,Local,FAQ,869,1063,966,28.9
2024-09-13,Davangere,Banana,Local,FAQ,1318,1612,1465,19.1
2024-09-14,Hassan,Onion,Local,FAQ,541,661,601,61.2
2024-09-15,Dharwad,Wheat,Local,FAQ,1382,1690,1536,53.3
2024-09-15,Bangalore (Yeshwanthpur),Onion,Local,FAQ,979,1197,1088,53.2
2024-09-16,Bangalore (Yeshwanthpur),Rice,Local,FAQ,2362,2888,2625,73.8
2024-09-16,Karwar,Chilli,Local,FAQ,4895,5983,5439,71.9
2024-09-16,Hassan,Onion,Local,FAQ,598,730,664,61.0
2024-09-17,Shimoga,Tomato,Local,FAQ,1040,1270,1155,7.2
2024-09-17,Mysore,Mango,Local,FAQ,2084,2548,2316,52.5
2024-09-17,Raichur,Coconut,Local,FAQ,1481,1811,1646,53.0
2024-09-17,Gulbarga,Potato,Local,FAQ,736,900,818,95.0
2024-09-18,Shimoga,Rice,Local,FAQ,1736,2122,1929,6.4
2024-09-18,Gulbarga,Tomato,Local,FAQ,970,1186,1078,5.9
2024-09-18,Davangere,Tomato,Local,FAQ,853,1043,948,88.5
2024-09-19,Bijapur,Mango,Local,FAQ,1353,1653,1503,16.5
2024-09-19,Hubli,Onion,Local,FAQ,568,694,631,91.5
2024-09-19,Mangalore,Onion,Local,FAQ,801,979,890,33.9
2024-09-19,Mysore,Tomato,Local,FAQ,924,1130,1027,50.5
2024-09-19,Raichur,Brinjal,Local,FAQ,872,1066,969,41.2
2024-09-19,Hassan,Onion,Local,FAQ,795,971,883,18.0
2024-09-19,Tumkur,Brinjal,Local,FAQ,607,741,674,86.0
2024-09-19,Hubli,Coconut,Local,FAQ,1242,1518,1380,72.9
2024-09-19,Raichur,Banana,Local,FAQ,1156,1412,1284,47.9
2024-09-20,Gulbarga,Chilli,Local,FAQ,6177,7549,6863,28.2
2024-09-20,Dharwad,Brinjal,Local,FAQ,961,1175,1068,60.0
2024-09-20,Tumkur,Potato,Local,FAQ,797,975,886,37.7
2024-09-21,Bijapur,Tomato,Local,FAQ,1086,1328,1207,26.1
2024-09-21,Davangere,Potato,Local,FAQ,463,565,514,6.9
2024-09-21,Davangere,Potato,Local,FAQ,695,849,772,24.5
2024-09-21,Davangere,Wheat,Local,FAQ,1750,2140,1945,73.8
2024-09-22,Hassan,Onion,Local,FAQ,949,1159,1054,14.6
2024-09-23,Bangalore (Yeshwanthpur),Banana,Local,FAQ,1275,1559,1417,19.0
2024-09-23,Hubli,Rice,Local,FAQ,2447,2991,2719,94.6
2024-09-23,Dharwad,Chilli,Local,FAQ,4496,5496,4996,57.0
2024-09-24,Bijapur,Potato,Local,FAQ,556,680,618,5.3
2024-09-24,Belgaum,Mango,Local,FAQ,1750,2140,1945,16.5
2024-09-24,Raichur,Banana,Local,FAQ,1374,1680,1527,81.6
2024-09-24,Davangere,Tomato,Local,FAQ,963,1177,1070,41.0
2024-09-25,Shimoga,Chilli,Local,FAQ,4728,5778,5253,88.0
2024-09-25,Hubli,Brinjal,Local,FAQ,579,707,643,93.2
2024-09-25,Bangalore (Yeshwanthpur),Chilli,Local,FAQ,5190,6344,5767,21.5
2024-09-25,Mysore,Coconut,Local,FAQ,1057,1291,1174,17.4
2024-09-25,Bellary,Brinjal,Local,FAQ,706,862,784,57.4
2024-09-26,Tumkur,Potato,Local,FAQ,444,542,493,60.5
2024-09-27,Gulbarga,Wheat,Local,FAQ,1954,2388,2171,57.6
2024-09-27,Raichur,Potato,Local,FAQ,568,694,631,32.8
2024-09-28,Mangalore,Wheat,Local,FAQ,1283,1569,1426,72.0
2024-09-29,Belgaum,Chilli,Local,FAQ,6304,7704,7004,27.9
2024-09-29,Mangalore,Wheat,Local,FAQ,1604,1960,1782,54.4
2024-09-30,Bangalore (Yeshwanthpur),Potato,Local,FAQ,753,921,837,50.4
2024-09-30,Mangalore,Mango,Local,FAQ,1981,2421,2201,43.3
2024-10-01,Bijapur,Potato,Local,FAQ,660,806,733,84.7
2024-10-01,Raichur,Coconut,Local,FAQ,1178,1440,1309,60.5
2024-10-02,Mysore,Coconut,Local,FAQ,1474,1802,1638,37.2
2024-10-02,Mangalore,Tomato,Local,FAQ,1276,1560,1418,70.4
2024-10-02,Bellary,Tomato,Local,FAQ,1021,1247,1134,91.4
2024-10-03,Shimoga,Potato,Local,FAQ,588,718,653,5.8
2024-10-03,Gulbarga,Brinjal,Local,FAQ,731,893,812,13.6
2024-10-04,Mysore,Potato,Local,FAQ,493,603,548,38.2
2024-10-04,Karwar,Coconut,Local,FAQ,1148,1404,1276,71.1
2024-10-05,Hubli,Onion,Local,FAQ,608,744,676,98.3
2024-10-05,Mangalore,Chilli,Local,FAQ,6075,7425,6750,46.3
2024-10-05,Raichur,Wheat,Local,FAQ,2137,2611,2374,79.7
2024-10-06,Gulbarga,Onion,Local,FAQ,676,826,751,8.8
2024-10-06,Shimoga,Banana,Local,FAQ,1492,1824,1658,54.8
2024-10-06,Bijapur,Wheat,Local,FAQ,2012,2458,2235,29.6
2024-10-07,Bijapur,Coconut,Local,FAQ,1232,1506,1369,84.9
2024-10-07,Hassan,Coconut,Local,FAQ,1529,1869,1699,13.4
2024-10-08,Hubli,Rice,Local,FAQ,1958,2392,2175,16.2
2024-10-08,Hassan,Banana,Local,FAQ,927,1133,1030,15.3
2024-10-08,Bellary,Chilli,Local,FAQ,5744,7020,6382,49.6
2024-10-09,Tumkur,Coconut,Local,FAQ,1138,1390,1264,89.1
2024-10-10,Mysore,Chilli,Local,FAQ,4814,5884,5349,75.1
2024-10-10,Bangalore (Yeshwanthpur),Tomato,Local,FAQ,801,979,890,72.0
2024-10-10,Bangalore (Yeshwanthpur),Wheat,Local,FAQ,1498,1832,1665,28.7
2024-10-11,Shimoga,Brinjal,Local,FAQ,851,1041,946,91.9
2024-10-11,Bellary,Brinjal,Local,FAQ,580,710,645,25.0
2024-10-12,Hubli,Onion,Local,FAQ,932,1140,1036,74.5
2024-10-13,Raichur,Banana,Local,FAQ,1288,1574,1431,6.8
2024-10-13,Belgaum,Wheat,Local,FAQ,1346,1646,1496,82.0
2024-10-13,Belgaum,Mango,Local,FAQ,2190,2676,2433,99.4
2024-10-13,Davangere,Wheat,Local,FAQ,1253,1531,1392,42.2
2024-10-14,Shimoga,Onion,Local,FAQ,1024,1252,1138,39.1
2024-10-14,Davangere,Coconut,Local,FAQ,1526,1865,1695,27.3
2024-10-14,Belgaum,Banana,Local,FAQ,1508,1844,1676,66.5
2024-10-14,Karwar,Coconut,Local,FAQ,1338,1636,1487,71.9
2024-10-14,Belgaum,Tomato,Local,FAQ,777,949,863,28.1
2024-10-14,Karwar,Brinjal,Local,FAQ,664,812,738,82.5
2024-10-15,Bellary,Potato,Local,FAQ,523,639,581,13.6
2024-10-15,Mysore,Chilli,Local,FAQ,5054,6177,5615,99.5
2024-10-15,Tumkur,Banana,Local,FAQ,1192,1458,1325,86.1
2024-10-15,Davangere,Onion,Local,FAQ,931,1137,1034,85.2
2024-10-16,Shimoga,Rice,Local,FAQ,2011,2457,2234,66.9
2024-10-16,Shimoga,Mango,Local,FAQ,2283,2791,2537,77.6
2024-10-16,Raichur,Coconut,Local,FAQ,1315,1607,1461,96.1
2024-10-17,Gulbarga,Tomato,Local,FAQ,852,1042,947,38.2
2024-10-17,Bellary,Potato,Local,FAQ,572,698,635,67.3
2024-10-18,Gulbarga,Tomato,Local,FAQ,1078,1318,1198,20.0
2024-10-18,Bijapur,Rice,Local,FAQ,1951,2385,2168,50.5
2024-10-18,Hassan,Potato,Local,FAQ,778,952,865,19.4
2024-10-19,Raichur,Chilli,Local,FAQ,4059,4961,4510,8.1
2024-10-19,Karwar,Potato,Local,FAQ,825,1009,917,87.1
2024-10-19,Mangalore,Wheat,Local,FAQ,1384,1692,1538,27.1
2024-10-19,Bijapur,Coconut,Local,FAQ,1421,1737,1579,51.9
2024-10-20,Raichur,Tomato,Local,FAQ,940,1150,1045,11.3
2024-10-20,Hassan,Chilli,Local,FAQ,3934,4808,4371,47.6
2024-10-20,Raichur,Brinjal,Local,FAQ,894,1092,993,92.3
2024-10-21,Hubli,Brinjal,Local,FAQ,721,881,801,20.1
2024-10-21,Karwar,Tomato,Local,FAQ,997,1219,1108,82.3
2024-10-21,Mangalore,Potato,Local,FAQ,742,908,825,10.6
2024-10-21,Hassan,Tomato,Local,FAQ,701,857,779,24.5
2024-10-21,Bangalore (Yeshwanthpur),Onion,Local,FAQ,619,757,688,32.4
2024-10-22,Raichur,Onion,Local,FAQ,901,1101,1001,80.3
2024-10-22,Karwar,Coconut,Local,FAQ,1611,1969,1790,89.0
2024-10-22,Hassan,Onion,Local,FAQ,952,1164,1058,51.8
2024-10-23,Hubli,Mango,Local,FAQ,1597,1951,1774,95.8
2024-10-23,Karwar,Brinjal,Local,FAQ,905,1107,1006,82.7
2024-10-23,Davangere,Chilli,Local,FAQ,4727,5777,5252,98.0
2024-10-24,Hassan,Rice,Local,FAQ,2631,3215,2923,22.2
2024-10-24,Raichur,Coconut,Local,FAQ,1040,1272,1156,22.5
2024-10-24,Belgaum,Banana,Local,FAQ,1205,1473,1339,37.4
2024-10-25,Gulbarga,Potato,Local,FAQ,855,1045,950,64.3
2024-10-25,Hubli,Mango,Local,FAQ,2042,2496,2269,20.8
2024-10-25,Shimoga,Tomato,Local,FAQ,1233,1507,1370,89.9
2024-10-25,Tumkur,Tomato,Local,FAQ,1165,1423,1294,20.3
2024-10-25,Gulbarga,Brinjal,Local,FAQ,817,999,908,36.4
2024-10-25,Gulbarga,Mango,Local,FAQ,1613,1971,1792,28.9
2024-10-25,Tumkur,Brinjal,Local,FAQ,924,1130,1027,93.8
2024-10-26,Davangere,Rice,Local,FAQ,2993,3659,3326,20.3
2024-10-26,Bellary,Chilli,Local,FAQ,4984,6092,5538,62.4
2024-10-26,Karwar,Coconut,Local,FAQ,1031,1261,1146,30.0
2024-10-26,Bellary,Potato,Local,FAQ,605,739,672,49.1
2024-10-27,Raichur,Brinjal,Local,FAQ,989,1209,1099,47.0
2024-10-27,Belgaum,Potato,Local,FAQ,544,666,605,15.0
2024-10-27,Tumkur,Mango,Local,FAQ,2442,2984,2713,42.9
2024-10-27,Bangalore (Yeshwanthpur),Potato,Local,FAQ,810,990,900,67.5
2024-10-27,Dharwad,Potato,Local,FAQ,521,637,579,10.3
2024-10-27,Belgaum,Onion,Local,FAQ,854,1044,949,72.8
2024-10-27,Mysore,Mango,Local,FAQ,2370,2896,2633,69.9
2024-10-27,Belgaum,Mango,Local,FAQ,2220,2714,2467,90.2
2024-10-28,Davangere,Rice,Local,FAQ,1896,2318,2107,63.8
2024-10-28,Hubli,Chilli,Local,FAQ,4428,5412,4920,52.9
2024-10-29,Karwar,Coconut,Local,FAQ,1158,1416,1287,37.7
2024-10-29,Belgaum,Rice,Local,FAQ,2075,2537,2306,50.5
2024-10-29,Bellary,Brinjal,Local,FAQ,747,913,830,68.9
2024-10-29,Karwar,Onion,Local,FAQ,830,1014,922,32.5
2024-10-29,Raichur,Chilli,Local,FAQ,5447,6657,6052,42.2
2024-10-29,Bijapur,Rice,Local,FAQ,2489,3043,2766,54.6
2024-10-30,Raichur,Brinjal,Local,FAQ,989,1209,1099,37.2
2024-10-30,Hassan,Brinjal,Local,FAQ,703,859,781,60.9
2024-10-30,Bijapur,Rice,Local,FAQ,2482,3034,2758,17.6
2024-10-30,Karwar,Tomato,Local,FAQ,1200,1466,1333,83.3
2024-10-30,Davangere,Brinjal,Local,FAQ,897,1097,997,86.5
2024-10-31,Bijapur,Banana,Local,FAQ,1088,1330,1209,91.6
2024-11-01,Tumkur,Mango,Local,FAQ,2117,2587,2352,32.9
2024-11-02,Bangalore (Yeshwanthpur),Coconut,Local,FAQ,1305,1595,1450,27.4
2024-11-02,Tumkur,Potato,Local,FAQ,833,1019,926,44.4
2024-11-02,Mysore,Tomato,Local,FAQ,1101,1345,1223,97.0
2024-11-02,Gulbarga,Coconut,Local,FAQ,1293,1581,1437,58.7
2024-11-03,Mangalore,Wheat,Local,FAQ,1747,2135,1941,68.5
2024-11-03,Raichur,Brinjal,Local,FAQ,702,858,780,70.3
2024-11-03,Hubli,Brinjal,Local,FAQ,916,1120,1018,15.4
2024-11-03,Mysore,Coconut,Local,FAQ,1229,1503,1366,71.3
2024-11-04,Belgaum,Brinjal,Local,FAQ,958,1172,1065,5.3
2024-11-04,Bellary,Rice,Local,FAQ,3390,4144,3767,61.1
2024-11-04,Gulbarga,Wheat,Local,FAQ,1977,2417,2197,82.3
2024-11-05,Mysore,Wheat,Local,FAQ,1355,1657,1506,77.6
2024-11-05,Gulbarga,Tomato,Local,FAQ,1120,1370,1245,40.4
2024-11-06,Bijapur,Potato,Local,FAQ,655,801,728,58.8
2024-11-06,Belgaum,Tomato,Local,FAQ,968,1184,1076,72.8
2024-11-06,Tumkur,Potato,Local,FAQ,699,855,777,30.3
2024-11-06,Bangalore (Yeshwanthpur),Rice,Local,FAQ,2500,3056,2778,95.4
2024-11-07,Karwar,Banana,Local,FAQ,1618,1978,1798,81.0
2024-11-07,Davangere,Potato,Local,FAQ,811,991,901,90.3
2024-11-07,Karwar,Potato,Local,FAQ,796,972,884,37.3
2024-11-08,Bellary,Brinjal,Local,FAQ,651,795,723,72.5
2024-11-09,Belgaum,Rice,Local,FAQ,2436,2978,2707,96.5
2024-11-09,Davangere,Brinjal,Local,FAQ,1185,1449,1317,82.2
2024-11-09,Shimoga,Onion,Local,FAQ,1179,1441,1310,19.9
2024-11-09,Bellary,Rice,Local,FAQ,2056,2514,2285,40.4
2024-11-10,Bangalore (Yeshwanthpur),Onion,Local,FAQ,1151,1407,1279,72.5
2024-11-10,Davangere,Onion,Local,FAQ,794,970,882,23.9
2024-11-11,Bijapur,Mango,Local,FAQ,2826,3454,3140,96.5
2024-11-11,Hassan,Mango,Local,FAQ,2743,3353,3048,39.0
2024-11-11,Hubli,Banana,Local,FAQ,1586,1938,1762,68.2
2024-11-11,Belgaum,Wheat,Local,FAQ,1806,2208,2007,83.4
2024-11-11,Shimoga,Coconut,Local,FAQ,1226,1498,1362,78.4
2024-11-12,Mangalore,Chilli,Local,FAQ,4756,5814,5285,17.0
2024-11-12,Hubli,Wheat,Local,FAQ,2362,2886,2624,81.1
2024-11-12,Mysore,Chilli,Local,FAQ,7662,9364,8513,59.7
2024-11-13,Hubli,Banana,Local,FAQ,1092,1334,1213,59.8
2024-11-13,Belgaum,Coconut,Local,FAQ,1908,2332,2120,37.5
2024-11-13,Bellary,Onion,Local,FAQ,1076,1314,1195,61.2
2024-11-14,Raichur,Tomato,Local,FAQ,874,1068,971,86.3
2024-11-14,Belgaum,Tomato,Local,FAQ,1012,1236,1124,52.1
2024-11-14,Mangalore,Onion,Local,FAQ,850,1040,945,35.0
2024-11-14,Bellary,Rice,Local,FAQ,3365,4113,3739,47.0
2024-11-15,Bijapur,Rice,Local,FAQ,3360,4106,3733,59.9
2024-11-15,Davangere,Onion,Local,FAQ,715,873,794,65.9
2024-11-15,Dharwad,Chilli,Local,FAQ,4306,5262,4784,18.3
2024-11-15,Tumkur,Rice,Local,FAQ,2550,3116,2833,96.2
2024-11-15,Mangalore,Wheat,Local,FAQ,1378,1684,1531,60.6
2024-11-15,Shimoga,Brinjal,Local,FAQ,878,1074,976,41.0
2024-11-16,Tumkur,Mango,Local,FAQ,2651,3241,2946,51.6
2024-11-17,Tumkur,Wheat,Local,FAQ,1666,2036,1851,62.6
2024-11-17,Shimoga,Onion,Local,FAQ,783,957,870,84.5
2024-11-18,Karwar,Potato,Local,FAQ,587,717,652,83.0
2024-11-18,Bellary,Onion,Local,FAQ,1178,1440,1309,17.6
2024-11-19,Raichur,Chilli,Local,FAQ,6422,7849,7135,41.7
2024-11-19,Hassan,Rice,Local,FAQ,2336,2856,2596,86.7
2024-11-20,Belgaum,Potato,Local,FAQ,805,983,894,37.3
2024-11-20,Bellary,Onion,Local,FAQ,881,1077,979,23.9
2024-11-20,Tumkur,Rice,Local,FAQ,3326,4065,3695,10.2
2024-11-20,Raichur,Coconut,Local,FAQ,1440,1760,1600,13.9
2024-11-21,Mysore,Potato,Local,FAQ,824,1008,916,10.8
2024-11-21,Mangalore,Coconut,Local,FAQ,1950,2384,2167,19.1
2024-11-22,Tumkur,Tomato,Local,FAQ,1036,1266,1151,69.2
2024-11-22,Hubli,Coconut,Local,FAQ,1932,2362,2147,73.4
2024-11-23,Davangere,Wheat,Local,FAQ,1498,1830,1664,42.8
2024-11-23,Mangalore,Chilli,Local,FAQ,6088,7440,6764,40.4
2024-11-23,Hassan,Banana,Local,FAQ,1318,1612,1465,33.3
2024-11-24,Gulbarga,Potato,Local,FAQ,926,1132,1029,65.6
2024-11-24,Davangere,Mango,Local,FAQ,2668,3260,2964,17.2
2024-11-25,Dharwad,Rice,Local,FAQ,2524,3084,2804,82.5
2024-11-25,Bijapur,Coconut,Local,FAQ,1393,1703,1548,48.4
2024-11-26,Mysore,Mango,Local,FAQ,2653,3243,2948,38.0
2024-11-26,Hubli,Wheat,Local,FAQ,2192,2680,2436,15.3
2024-11-26,Belgaum,Mango,Local,FAQ,1919,2345,2132,71.7
2024-11-27,Gulbarga,Potato,Local,FAQ,555,679,617,13.3
2024-11-27,Davangere,Onion,Local,FAQ,782,956,869,51.7
2024-11-28,Karwar,Coconut,Local,FAQ,1379,1685,1532,56.8
2024-11-28,Davangere,Tomato,Local,FAQ,1448,1770,1609,43.0
2024-11-28,Belgaum,Mango,Local,FAQ,2038,2490,2264,66.1
2024-11-29,Raichur,Wheat,Local,FAQ,1822,2228,2025,61.6
2024-11-29,Hassan,Wheat,Local,FAQ,2349,2871,2610,47.7
2024-11-29,Hassan,Onion,Local,FAQ,700,856,778,97.3
2024-11-29,Hubli,Banana,Local,FAQ,1128,1378,1253,44.7
2024-11-30,Shimoga,Wheat,Local,FAQ,1837,2245,2041,55.3
2024-11-30,Bangalore (Yeshwanthpur),Chilli,Local,FAQ,4739,5793,5266,77.7
2024-11-30,Shimoga,Mango,Local,FAQ,2372,2900,2636,55.3
2024-11-30,Bellary,Banana,Local,FAQ,980,1198,1089,87.7
2024-11-30,Bijapur,Mango,Local,FAQ,2768,3383,3075,5.3
2024-11-30,Tumkur,Coconut,Local,FAQ,1453,1775,1614,61.1
2024-11-30,Dharwad,Mango,Local,FAQ,2723,3329,3026,72.3
2024-11-30,Mangalore,Onion,Local,FAQ,867,1059,963,88.9
2024-12-01,Hubli,Tomato,Local,FAQ,1076,1314,1195,77.5
2024-12-01,Raichur,Onion,Local,FAQ,1340,1638,1489,34.6
2024-12-01,Bangalore (Yeshwanthpur),Chilli,Local,FAQ,6231,7615,6923,96.5
2024-12-01,Mysore,Mango,Local,FAQ,2509,3067,2788,68.7
2024-12-02,Mysore,Banana,Local,FAQ,2066,2524,2295,99.2
2024-12-02,Dharwad,Coconut,Local,FAQ,1812,2214,2013,62.6
2024-12-02,Davangere,Tomato,Local,FAQ,1174,1436,1305,64.4
2024-12-02,Tumkur,Mango,Local,FAQ,1911,2335,2123,47.1
2024-12-03,Hassan,Banana,Local,FAQ,1676,2048,1862,67.1
2024-12-03,Tumkur,Onion,Local,FAQ,1102,1346,1224,81.3
2024-12-03,Bijapur,Onion,Local,FAQ,773,945,859,38.9
2024-12-04,Hassan,Wheat,Local,FAQ,1579,1929,1754,26.4
2024-12-04,Gulbarga,Mango,Local,FAQ,3391,4145,3768,61.8
2024-12-04,Raichur,Onion,Local,FAQ,1142,1396,1269,6.3
2024-12-04,Karwar,Potato,Local,FAQ,896,1094,995,13.0
2024-12-04,Bellary,Tomato,Local,FAQ,986,1204,1095,14.4
2024-12-04,Raichur,Rice,Local,FAQ,2503,3059,2781,13.2
2024-12-05,Bangalore (Yeshwanthpur),Brinjal,Local,FAQ,938,1146,1042,53.3
2024-12-06,Mangalore,Brinjal,Local,FAQ,791,967,879,41.0
2024-12-06,Tumkur,Wheat,Local,FAQ,1952,2386,2169,42.9
2024-12-06,Davangere,Brinjal,Local,FAQ,878,1074,976,29.3
2024-12-06,Mysore,Tomato,Local,FAQ,1221,1493,1357,9.3
2024-12-06,Karwar,Banana,Local,FAQ,1563,1911,1737,92.5
2024-12-06,Hubli,Chilli,Local,FAQ,5810,7101,6455,95.7
2024-12-07,Hubli,Mango,Local,FAQ,3098,3786,3442,56.1
2024-12-07,Mangalore,Coconut,Local,FAQ,2155,2633,2394,81.4
2024-12-07,Bellary,Wheat,Local,FAQ,1652,2019,1835,37.7
2024-12-07,Shimoga,Coconut,Local,FAQ,2164,2646,2405,45.7
2024-12-08,Bellary,Potato,Local,FAQ,1142,1396,1269,65.0
2024-12-09,Gulbarga,Onion,Local,FAQ,1358,1660,1509,94.8
2024-12-09,Hassan,Potato,Local,FAQ,880,1076,978,48.0
2024-12-10,Dharwad,Rice,Local,FAQ,3313,4049,3681,23.3
2024-12-10,Raichur,Brinjal,Local,FAQ,1384,1692,1538,59.7
2024-12-10,Shimoga,Banana,Local,FAQ,1877,2295,2086,18.2
2024-12-10,Hassan,Mango,Local,FAQ,2366,2892,2629,30.2
2024-12-10,Belgaum,Brinjal,Local,FAQ,1400,1711,1555,64.6
2024-12-10,Bijapur,Onion,Local,FAQ,889,1087,988,60.7
2024-12-11,Shimoga,Chilli,Local,FAQ,6176,7548,6862,64.0
2024-12-11,Belgaum,Wheat,Local,FAQ,2920,3568,3244,89.6
2024-12-11,Raichur,Mango,Local,FAQ,2790,3410,3100,34.1
2024-12-11,Hubli,Banana,Local,FAQ,1675,2047,1861,21.7
2024-12-12,Hassan,Onion,Local,FAQ,1112,1358,1235,75.8
2024-12-12,Bangalore (Yeshwanthpur),Brinjal,Local,FAQ,794,970,882,24.9
2024-12-12,Tumkur,Banana,Local,FAQ,1708,2088,1898,98.5
2024-12-12,Tumkur,Tomato,Local,FAQ,1512,1848,1680,93.0
2024-12-13,Bijapur,Potato,Local,FAQ,1165,1423,1294,99.6
2024-12-13,Bijapur,Brinjal,Local,FAQ,1180,1442,1311,95.5
2024-12-13,Gulbarga,Chilli,Local,FAQ,8992,10990,9991,41.5
2024-12-14,Davangere,Rice,Local,FAQ,3794,4636,4215,37.1
2024-12-14,Karwar,Chilli,Local,FAQ,8711,10647,9679,60.5
2024-12-14,Bijapur,Rice,Local,FAQ,2752,3364,3058,71.2
2024-12-15,Bangalore (Yeshwanthpur),Chilli,Local,FAQ,6487,7929,7208,34.4
2024-12-15,Karwar,Wheat,Local,FAQ,2412,2948,2680,58.9
2024-12-15,Davangere,Mango,Local,FAQ,2754,3366,3060,48.0
2024-12-15,Shimoga,Brinjal,Local,FAQ,945,1155,1050,49.1
2024-12-15,Shimoga,Potato,Local,FAQ,914,1118,1016,67.2
2024-12-15,Dharwad,Brinjal,Local,FAQ,1328,1623,1475,50.6
2024-12-17,Hubli,Onion,Local,FAQ,824,1008,916,41.5
2024-12-17,Bijapur,Wheat,Local,FAQ,2260,2762,2511,72.6
2024-12-17,Shimoga,Potato,Local,FAQ,738,902,820,39.1
2024-12-17,Shimoga,Rice,Local,FAQ,3001,3667,3334,44.2
2024-12-17,Belgaum,Wheat,Local,FAQ,1627,1989,1808,48.5
2024-12-18,Dharwad,Chilli,Local,FAQ,7417,9065,8241,73.0
2024-12-18,Bellary,Coconut,Local,FAQ,2038,2490,2264,48.5
2024-12-18,Gulbarga,Banana,Local,FAQ,1961,2397,2179,78.8
2024-12-19,Hassan,Banana,Local,FAQ,1738,2124,1931,38.9
2024-12-19,Shimoga,Potato,Local,FAQ,904,1106,1005,93.7
2024-12-19,Shimoga,Tomato,Local,FAQ,1408,1722,1565,41.2
2024-12-19,Belgaum,Tomato,Local,FAQ,963,1177,1070,78.3
2024-12-20,Hassan,Banana,Local,FAQ,1413,1727,1570,92.4
2024-12-20,Shimoga,Banana,Local,FAQ,1616,1976,1796,18.9
2024-12-20,Bijapur,Tomato,Local,FAQ,1037,1267,1152,72.0
2024-12-20,Tumkur,Chilli,Local,FAQ,9332,11406,10369,95.5
2024-12-21,Karwar,Potato,Local,FAQ,1122,1372,1247,23.4
2024-12-22,Hassan,Rice,Local,FAQ,2822,3450,3136,26.1
2024-12-22,Mysore,Mango,Local,FAQ,2820,3446,3133,74.2
2024-12-22,Dharwad,Rice,Local,FAQ,3002,3669,3335,82.6
2024-12-22,Mangalore,Brinjal,Local,FAQ,997,1219,1108,69.2
2024-12-23,Shimoga,Wheat,Local,FAQ,2442,2984,2713,81.7
2024-12-24,Hubli,Onion,Local,FAQ,1138,1390,1264,38.4
2024-12-24,Bijapur,Wheat,Local,FAQ,2256,2758,2507,44.0
2024-12-24,Dharwad,Wheat,Local,FAQ,2080,2542,2311,11.4
2024-12-24,Raichur,Brinjal,Local,FAQ,766,936,851,83.1
2024-12-25,Mangalore,Brinjal,Local,FAQ,1255,1533,1394,78.3
2024-12-25,Hubli,Onion,Local,FAQ,1007,1231,1119,97.3
2024-12-26,Bellary,Mango,Local,FAQ,3029,3703,3366,47.1
2024-12-26,Karwar,Chilli,Local,FAQ,8246,10078,9162,62.6
2024-12-26,Raichur,Potato,Local,FAQ,640,782,711,32.8
2024-12-27,Bangalore (Yeshwanthpur),Mango,Local,FAQ,1988,2430,2209,99.7
2024-12-28,Dharwad,Mango,Local,FAQ,3233,3951,3592,90.2
2024-12-28,Gulbarga,Mango,Local,FAQ,2762,3376,3069,42.7
2024-12-29,Bangalore (Yeshwanthpur),Wheat,Local,FAQ,2248,2748,2498,16.1
2024-12-29,Mangalore,Mango,Local,FAQ,3380,4130,3755,71.9
2024-12-29,Davangere,Brinjal,Local,FAQ,1055,1289,1172,34.0
2024-12-29,Dharwad,Onion,Local,FAQ,811,991,901,30.6
2024-12-29,Mangalore,Tomato,Local,FAQ,1016,1242,1129,44.2
2024-12-29,Hubli,Chilli,Local,FAQ,6924,8462,7693,99.2
2024-12-29,Davangere,Banana,Local,FAQ,1565,1913,1739,30.5
2024-12-30,Tumkur,Chilli,Local,FAQ,6206,7586,6896,97.2
2024-12-30,Shimoga,Banana,Local,FAQ,1247,1525,1386,15.6
2024-12-30,Davangere,Wheat,Local,FAQ,2863,3499,3181,40.4
2024-12-31,Davangere,Mango,Local,FAQ,3302,4036,3669,40.0
